doc_id,text,sentiment
54,"fantastic value stayed pulitzer december 07. considering location style thought fantastic value paid, rooms little small comfortable clean bathrooms equipped lots little extras, did n't eat hotel did drinks bar excellent quality especially wine priced, quite stylish hotel small fashionable discreet brilliantly located just plaza catalunya, probably not want family girls shopping trip weekend away suit,",positive
55,"perfect, lovely hotel tripadvisor agree good reviews lovely little hotel, location perfect easy walk louvre champs elysees, equally important fact felt perfectly safe neighborhood close national assembly number foreign embassies neighboring streets policemen, hotel nice atmosphere shows personal care management room nice bathroom large clean, certainly want stay,",positive
56,"best hotel california wedding hotel just month place wanted, gorgeous hotel tucked center bel-air incredible landscape, grounds rooms food staff easy 5 stars, like spanish style hotels kept a+ level place, caveat bring american express card pricey place stay worth money,",positive
57,"great staff stayed park plaza tour group, stay fantastic start finish, member staff did absolutely possible make welcome, big thank bessie staff bar impeccable service night, rooms good standard plenty space kit amenities bathroom, use wired internet room wifi bar/reception area free, definitely recommend park plaza travelling beijing,",positive
58,"totally awesome, better expected service exceptional freindly, felt like family small staff went way little extra s not expect, 50th birthday wife went breakfast day leonor staff b.day cake singing happy birthday, totally blown away want thank leonor staff going way make day visit special time, place not 5 star staff 5+star clean bed comfy, location great just half block beach, understand hotel ranked 1 just friendly staff service, believe far best bang buck hawaii period, chuck ann kamloops b.c, canada,",positive
59,"best island stays best island stays, hix island house perfect antidote stressful lives living, visited early june lush property absolutely beautiful maintained utterly peaceful, stunning architecture perfect-sized pool comfortable beds luxurious linens/robes relaxing outdoor shower hoped, room amenities way thoughtful places stayed caribbean, example addition usual niceties like aromatic hand soaps shampoos room hix surprising useful extras lanterns bed-side fans beach chairs/coolers bug spray impressively well-stocked kitchen, managers diane mike vacation best island stays, thanks restaurant recommendations skilled reservation making ate extremely uva best island meals gorgeous beaches blue beach great snorkeling, missed best treasures vieques offer, definitely plan,",positive
60,"breezes punta cana no idea people talking, resort fabulous, staff wonderful resort beautiful absolute paradise, complained rooms humid dominican republic, bit humid not breezes fault, definitely return resort,",positive
61,"incredible hotel staff stay hotels average 120 night year hotel experiences run unless terrible case exceptional, platinum marriott member decided stay close french quarter like perks, little did know ebony magazine music festival, town packed people staff pere marquette handled frown, staff helpful friendly felt like n't, wonderful women conciege lounge personable met, rooms comfortable expect renaissance people memorable, kudo management staff,",positive
62,"westin way did research knew expect good bad, bad stuff did not really apply like sink mirror situation, arrived hotel super shuttle dropped corner, bag pack, entered ground floor lobby area turnstile doorway kind tricky luggage, proceeded reception desk checked, offered room upgrade floor outstanding view downtown empire state building, not ask, room usual westin things like starbucks coffee water bottles glassware fully stocked minibar, thing missing shampoo conditioner called service express number sets sent minutes, elevator banks, elevator bank floor 2-23 elevator bank b 2-45. room 45th floor use second bank, westin club located 8th floor provided breakfast evening snacks daily, free starwood status, gain access club level category rooms 100 rooms, restaurant hotel, did not eat did couple drinks bar, bar tendered brian helpful kind, bar lobby bar 10 basically extension lobby, closed prior noon leaves small area reception people sit, personally did not like option think areas opened guests times, seen westin hotels, people working bell desk did not overly friendly, new york friendliness not norm, choose hotel times square area hotel good choice, close far away noise closer broadway 7th avenue, immediate area hotel kind tacky good deli fast food nice jazz bar corner, definitely stay recommend singles families, guess trip city decide w times square hotel,",positive
63,"outrigger best location, stayed outrigger honeymoon extremely pleased choice, n't ask better location waikiki literally heart, checking recieved complimentary bottle champagne impressed learn hotel provided unlimited long-distance calls, room spacious clean view exactly anticipated reading reviews website left great view beach right downtown, perk hotel famous restaurant hotel spot grab bite people-watch, definitely recommend hotel hope return soon,",positive
64,"service compare just spent nights 10-day puerto rico vacation hotel milano, owner juan san emeterio clearly highpoint not stay entire vacation, gracious attentive generous utterly delightful, room clean quiet simple bed comfortable, definitely return not stay room extremely tiny windows, hotel credit clerk took booking mentioned small windows room said free unimaginably tiny 10 inches square high just ceiling, guests mentioned windows fine, room problem encountered no way control ac asked given existing remotes desk worked fine, loved able continental breakfast outside rooftop encroaching development fast shrinking view city, evening restaurant grill no longer operation great restaurants worth exploring just block hotel no shortage great dining experiences, juan gave excellent recommendations meals old san juan really great, hotel location superb walking old san juan, wanted outside city juan facilitated trips produce market santurce art museum beautiful, etc. including airport departed, ca n't wait return san juan bask warmth city warmth emanates juan san emeterio hotel milano,",positive
65,"stay bali did tour bali pretty went, ellies fantastic place start david caroline really set perfectly, spent 2 nights really did feel like home away home, gave chance grounding bali sense feel place set adventure, ideal david really don__Ç_é_s, advice proved invaluable number occasions certainly not trouble free totally enjoyable experience.david set moped hire certainly recommend southern tip bali, jimberan dreamlands ulu watu kuta seminyak easy reach moped places experience bali, ku ta bar seminyak particular recommendation sunset drinks trendy crowd cool chill music.. bike 5 days exploring areas david took care organising car hire, cool little jeep took ubud really perfect way bali delights, hiring transport ellies really does peace mind need hiring locals directly sure wouldn__Ç_é_ bad thing goes wrong there__Ç_é_ issue sort rest assured david caroline help matter there__Ç_é_ possibility communication problems taken advantage tourist, that__Ç_é_ ellies perfect little guest house personal friendly service hard pressed island, great place start adventure, ellies rocks, hope soon,",positive
66,"highly recommend hotel 41 wife just spent 4 nights new york july 1st 5th stayed hotel 41. having stayed place manhattan year somewhat desirable figured better, did ever.from moment arrived knew hotel 41 great place, staff super friendly helpful, happy opened door helped checked flight information expect hotel staff, walked hotel noticed common areas lobby elevator hallways lounge/restaurant immaculately clean nicely decorated, got room clean bright stylishly decorated, bed pillows comfortable, ample drawer closet space plenty hangers, room equipped small fridge iron small ironing board extra blankets pillows phone tv high speed internet safe, air conditoning controls worked, problem water pressure hot water availability bathroom, downside room want need small no view, wife room not important criteria, main section bedroom 10'x10 double bed small fridge bedside table small desk, section room approx, 10'x5 closet bathroom.the breakfast included price room just right, lounge/bar breakfast served comfortable quite inviting, croissants scones danishs jam cream cheese big new york bagels, oj great coffee, not atkens nor regularly eat big bacon eggs breakfasts perfect, copies new york times available, ask start day far location goes ca n't beat, hotel 41 located right heart theatre district, 10 minutes foot theatres restaurant row, right street entrance new york subway lines.finally price just ca n't beat hotel 41. hope little gem manhattan cheap time want new york,",positive
67,"clone neri just spent nights neri came away overwhelmed minimalist elegance utterly wonderful ambience, room delightful superior double choice music bed linens newspapers, difficult bit dim hotel located right cathedral barcelona simple landmark, hotel pedestrian zone noise levels minimal hotel staff utterly accomodating, not recommend hotel wish neris travelled,",positive
68,"excellent really nice rooms good breakfast central location hotel just great, favourite hotels stayed in.the rooftop bar great place unwind night watch sun,",positive
69,"wonderful sydney hotel perfect location, just great week hotel, not fault, location perfect taking train airport disembarked town hall followed directions george street exit just metres hotel, close rail monorail boon walked darling harbour rocks area, myers davis jones corner breakfast looked directly centre facade lovely queen victoria building executive club room new mod serviced daily, club lounge best food club lounge glass brassiere breakfast best selection breakfast cuisine experienced 5 star hotel luxury cruise shipbut icing cake exceptionally friendly staff faultless service, sorry leave end week definitely stay,",positive
70,"wonderful time palace, stayed palace 4 nights ca n't fault single minute, partner booked trip suprise prior arriving e mailed hotel inform trip special reason proposal, e mailed saying try upgraded room good view, arrival room fantastic view cathedral upgraded room package include breakfast day.room really nice size mini bar pricy bought drinks local shops took room, 1st night complimentary bottle water chocolate covered strawberries left room turndown service, molton brown toiletries replenished twice day maid service room spotless.reception staff doormen concierge polite friendly way day.hotel location brilliant, 10 minute walk various directions broadway times square central park grand central station rockafeller center, empire state building 20 minutes walk too.all fabulous time stay new york,",positive
71,"100 happy, sad leave, great views harbour/city great service great hotel great room great food great bar great facilities great location clean comfortable modern staff helpful, felt like 5 star hotel 5 star price, hk assuming prices similar definately stay time.very happy,",positive
72,"outstanding service value excellent city centre hotel comfortable spacious clean suites continental breakfast included, concierge stewart flemming deserves special mention helpful visitors kind service makes hotel stand, phoned book organised car rental restaurant recommendations trip advice helpful making stay enjoyable, mailed wife reading glasses left, thoroughly recommend hotel not understand negative reviews written competition,",positive
73,"brilliant hotel arrived hotel little disappointed location soon changed mind, stayed hong kong island decided try kowloon certainly return, relatively new hotel light spacious not easily hong kong, room average size overlooked bay, facilities cleanliness excellent breakfast buffet included superb.there free shuttle bus star ferry terminal close nathan road metro taxis cheap quicker, plus short walk promenade ferry goes central hong kong island.try harbour grill restaurant food service fantastic,",positive
74,"simple elegance love seasons not overwhelmed staff, need right make sure taken care, hotel elegant, getting registration desk little confusing doorman makes sure instructions need, main entrance hotel street, entrance market street use walking.we missed chocolates turn water nice touch, hair stylist sebastian great colorist angela joseph cozza salon hotel, dinner menu limited quantity food generous delicious, large city hotel rooms large beautiful, husband loved complimetary shoe shine large shower not mention wonderful bed linens, exercise facility health club quite busy club members, swimming pool lap pool, did not lounge pool, little disappointing,",positive
75,"fabulous wedding went group 25. let start saying inclusive resorts resort far best, heard people complain large resort was.it nice walk morning breakfast, not large, trams ran second wait, people complained speed trams honestly walk faster travelled, times did walk beach lobby bar, maybe 5 minutes, food fabulous yes not hottest fabulous, ate japanese 10/10 amazing le gourmet 10/10 best steak lobster brazilian 4/10 garden grill 7/10 mediterranean 7/10, recommend, check menus posted outside restaurants prior booking, especially children, just note restaurants 5* dress code, no shorts men womenwe paid little extra gold club worth money, checked bus taken care, rooms close beach, worth, shows offered night great, blast karaoke bar nights, tons fun, ages permitted club, great younger guests, beach chairs problem, anytime day head beach manage round chairs entire group, went bright early reserve chairs n't needed, tours great, bavaro runners amazing family tour, downfall no speaks english, not usually big deal makes things little difficult wedding, wedding co-ordinator gabby amazing translated requests, wedding truly amazing day, flowers incredible, did hair resort, agree member hair not greatest did times, say probably better, just not canada.i tram let prior gazebo walked path perfect, try remember country maybe learn little spanish prior leaving, helped lot.all recommend resort, great time commented holiday like,",positive
76,"ca n't understand complain husband best vacation, resort absolutely wonderful, grounds beautiful kept, food excellent, wanted did n't menu ask especially, beach great, pool bar fun, bartenders best, horseback riding beach highlight trip, nightly entertainment fun also.as said ca n't understand n't enjoy resort unless just unhappy people general, relaxing beautiful look accommodating, things feel aware really helps speak spanish bring mosquito repellent, hope great vacation like did,",positive
77,"no1 boutique hotel london start finish hotel pleasure stay, arrival took lift check desk met friendly warm staff.our room upgraded free charge split level suite ready arrived, pass time afternoon tea lounge place accompanied couple glasses champagne.once ready shown room wow factor possible luxury, room clean plenty space including massive bed ensuite bathroom showers.in lounge bar range complimentary drinks snacks help honesty wanted stronger.all great stay feel home home definately new year celerbrate,",positive
78,"talking place, reading reviews felt like n't talking hotel, spent 3 wonderful days early dec. service great, friendly, room nice, 20th floor beautiful view, bed pillows comfortable, food good, not gormet did n't expecting, no problems finding pool chairs 8:00am beach nicer expected, far disco lobby yes latin bands play, good, fact proved locals came hear play, time checked locals allowed frequent places guests country, unusual hear live bands play paying cover charge, drink minimum case not enforced merely compensate no cover charge, drinks not priced expensive drink bar pub restaurant states thought fair, restaurants bars walking distance wanted, makes condado great area stay, fact friends staying ritz carlton paid double paid did not like room, just goes different strokes different folks,",positive
79,"wonderful excellent beautiful wow begin hotel super, went 21st anniversary, staff helpful rooms clean housekeeping service twice day, location best, deluxe ocean view room overlooking beach, room jacuzzi u ocean relaxin tub, seperate large tile shower, breakfast morning included package morning dukes hula grill, excellent restaraunts, night try plantation lemonade drink hula grill, favorite, rail seat overlooking ocean, hostess knew thats wanted sit day everytime, accomadating, day 10:45pm flight check noon, ow offers customers comp room 30 minutes u shower clean end ur day, hold ur luggage time u allowed luggage room times u like, service, went sunset dinner cruise absolutely breathtaking, dinner ok view worth, like review said time share people downstairs yes u went walking main strip, just note caution going waikiki months revitalization going streets blocked demolishing buildings construction workers working, im glad started end trip, hotels north ow affected, just wanted thank u written reviews alot research reading reviews picked hotel happy did, husband want year definitely staying hotel, email u want know fantastic hotel,",positive
80,"paradise carribean just returned 23rd jan. place expectations, friendly helpful, definately coming bavaro princess hopefully family, thing did n't rye gingerale, offered, hats staff long hard days resort looking beautiful,",positive
81,"excellent resort excellent vacation, just returned home yesterday 7 night stay dreams resort punta cana, im going start saying second time punta cana, 2005 girlfriend stayed melia caribe tropical blast, staying dreams felt dreams far surpassed melia aspects, not understand negative reviews read days prior leaving dreams, point contimplated idea switching resorts decided not, girlfriend early 30 excellent time, ride airport yes long bumpy ride hello people 3rd world country no near developed, expect, check breeze no problems no hassles, building 9 room 9314 junior suite room nice spacious clean, complaint a/c colder, fridge stocked beer water soda juice daily fresh towels 2xs day turn service night, jacuzzi balcony perfect.food overall good compared food experinced melia 2005. better food riu cancun mx 2007. buffet great breakfast dinner good nice feature food covered slide sterno tray.el patio-mexican excellent ate twice mariachi band great atmosphere.italian restaraunt room buffet separate area ok n ot great.himitsu option japanese style hibachi chinese, chinese good.sea grille oceana alternate closings ate oceana everyday lunch good menu repeated day wind ordering food, did not eat sea grille wait long.bordeaux french restaraunt far best, nice romantic atmosphere.pool beach spent everyday day right sugar reef pool bar, drinks day weak just ask little extra booze aout question, wilson juan excellent dollars morning treat like royalty day, pool fun large lots chairs shade plenty activities, quiet spots prefer, beach not long claean plenty chairs shade, beach bbq nice feature seen, oh way pool 10:30 everyday no problems getting chairs.entertainment stafff great, way day night make sure having fun, shows little corny entertaining watched night, casino fun dont plan walking away big winner, desires night club blast fun music dancing drinks.overall say dreams nice resort, workers extremely freindly favorites, mantained clean, staff goes way help best experience possible, definetly recomend dreams stay doubt,",positive
82,"magical christmas husband just returned nadia hotel amsterdam reluctantly add, fifth stay wonderful people years close central amsterdam surrounding attractions entertainment outstanding restaraunts sad leave hopefully returning soon, thanks people nadia fantastic welcome service stay dymonds,",positive
83,"great price great location great breakfast clean lived madrid student year returned boyfriend november 2007. booked online holiday website knew area knew central close metro safe area.the location second none 5min walk puerta del sol centre madrid 1min walk opera metro station, hotel just plaza disturbed noise levels.upon arrival staff efficient arrival quickly responded email enquiry, hotel ideal young people couples travelling, room spotless beds comfortables, thing people feel odd bathroom separated main room frosted glass couple did n't mind really.the breakfast buffet style served 7am, range food juices excellent breads pastries yoghurts meats cheeses price fair central clean hotel, return know not look,",positive
84,"awesome time sister took mom 60th birthday wonderful time, place amazing like tropical paradise, 7 days enjoyed minute, bad ride airport hotel driver crazy, way airport driver fine depends, hotel staff best experienced says hello walking helpful alot fun.we met great people joseph entertainment staff s great guy nice thoughful, met winder mexican restaurant breakfast awesome ramon rafel, tomorrow,",positive
85,"great location great service family group ages 7 74 3 rooms 3 nights early june, staff great helpful gave excellent suggestions meals activities, willingly reservations 7 helpful busy dinner hours, rooms clean appointed good selection breakfast, group needed leave regular breakfast hours prepared buffet early, extremely convenient location, hotel 3 stayed elevator building entrance hotel main floor, definitely use,",positive
86,"did n't break bank, chose tripadvisor not disappointed, location ace right ramblas letting walk nearly everything.we suite floor great size lobby leading bathroom bedroom lounge bedroom, decor good beautiful teak floors furniture electrically adjustable bed room good jacuzzi bath separate steam bath cabinet flat screen tvs bedroom lounge probably best free efficient wireless internet, did n't make breakfast hotel millions coffee shops stayed hotel located access bars restaurants dozens feet.staff efficient friendly.it pretty chilly barcelona did n't make use rooms private terrace criticism pretty dark not fun sit summer absolutely no view,",positive
87,"stay stayed april 04 great, staff willing took make stay comfortable, close public transport, 1 block hill van ness catch route 47 fishermans wharf, sure muni transit pass worth cent, no need place stay, stay,",positive
88,"best hotel experience, having llived paris 17 years traveled world stayed best european asian hotels, believe opinion value, reluctant spend 10 day vacation caribbean lady 20 years finally agreed, surprise, best hotel experience 35 years world travel, holel staff food architecture works art interior decor rate best world.charles stewart stay oct 30 nov 10,",positive
89,"great stay, staff exceptionally polite helpful, valet desk staff hotel rocked, not better service city, rochelle williams eric dejean helpful friendly check-in started trip pleasant aura, thanks,",positive
90,"paradise went hotel 2002 august 2003 book august 2004 best place vacations nice big pool nice rooms new rooms jacuzzi lots restaurants japonese el romantico good grill burgers hot dogs year went problems went wc 10 times day drink botled water think food wrong botled water, wife bring bottles portugal didn__t kind problems second year bring water portugal no problems drink water botlle.the sun strong careful.enjoy paradise,",positive
91,"world__Ç excellence 14 nights, excellence hotel appeals absolutely place life tranquil, arrival greeted cold towels glass chilled champagne__Çî__he perfect start pure 5 excellence 14 nights, room amazing 4 poster bed large jacuzzi bath standard, turn service 12 14 nights occasions filled jacuzzi left floating rose petals, leave daily newsletter great way keeping touch going on.breakfast incredible greeted display champagne ice bucks fizz smirnoff vodka tomato juice bloody mary, enjoyed smoked salmon bagels caviar freshly prepared pancakes omelettes smoothy bar incredible.the pool thoroughly cleaned everyday pool bar service amazing, hotel provides fabulous blue floating mats like lilos communal use asked guests guest harmony__Ç leaving mats pool__Ç, guests ignored stay selfishly kept mats sun beds weren__Ç_é_ using them__Ç, people did followed not guests got enjoy real shame, red flag flies everyday beach small black flags sand sea incredibly choppy waves strong care, venture sea outside designated area security staff blow whistle ask come, beach risk best swim designated area strong swimmer, pre-dinner drinks martini bar fantastic amazing saxophone player, drinks named brands 8 la carte restaurants evening feel like dining difference place night, tried restaurant french came best foie gras chateaubriand steak tasted, thing say strong mosquito spray, took mosquito__Ç_é_ not ended buying pharmacy not cheap, shops general overpriced toiletries think need, truly excellent hotel worth money absolutely no complaints,",positive
92,"great hotel stayed cuatro naciones 7 nights sep staff bent backwards, room average no mini bar location perfect, it__s 2 minutes placa reial good time oceans short walk, day feeling little weather maids respected privacy left,",positive
93,"great service little expensive beautifull hotel service perfect, clean, no problems, stayed little longer expected no regrets, little expensive breakfast not best town,",positive
94,"best place best place stayed, plunge pool villa tranquil luxurious villa sense word, living-room four-posted-bed dressing gorgeous spacious bathroom, outside private pool app, 2,5m 6m private garden views tropical forest surrounds hotel.in gorges river flows nearby tranquil health-spa located, beautiful pool private sitting areas, massage spa-treatments superb near main building hotel panoramic pool vieuws tropical forest private sitting areas.the food exquisite, breakfast traditional indonesian breakfast american breakfast japanese breakfast buffet, panoramic bar great cocktails pre-dinner drinks.the diners great went ubud diner, evening traditional dance performed hotel great, 40 50 dancers musicians entertained professional serene classy.the reception staff professional discreet, utmost best invisible possible alway delevering best service felt treated like royalty looking peace quiet excellent service beautifull surroundings definately recommend hotel comes close paradise,",positive
95,"great hotel just returned hotel fabulous booked 2 rooms 2 adults 2 teenagers arrival given free upgrades rooms 31st floor stunning views st pats cathedral rockerfellar centre times square right hudson river loved location certainly stay,",positive
96,"perfect couples getaway just returned romantic weekend punta cana, husband went celebrate 36th birthday long weekend fri. mon., just time fall deeper love, planned trip agreed spending time away children adults resort nice change, moment arrived love air surrounded doting couples want draw closer love, experienced rainy afternoons evenings set tone deeper intimacy, evenings main lobby glowed candlelight aromatic incense, husband agreed return decided secret getaway recommend place couple wants make time love, p.s, staff tour specialists courteous extended accomodate request, felt spoiled reason plan return,",positive
97,"best vac, melia 5th feb 12th, niece there3 weeks issues experienced none, 6th trip dominican facility, ardiously read reviews prior going got nervous couple said nix bad ones.i lowered blood pressure earlier heeded positive ones.we upgraded royal service experience second none, private check no lines butler 24 hr room service w/ limited menu, pool beach bar service.was usual tropical slightly musty odor yes, tropics handle, bug room yes 2 7 days live 750m.home thing summer.did sales agents approach vacation club, yes tell bought sternly not interested.they polite persistant.our friends bought.the entertainment better average resorts night unquestionably broadway quality, njoyed italian rest, not keen int'l la gourmet.did breakfast gabi club dinners, filet lobster shrimp month, enjoy,",positive
98,"fabulous hotel shined, room superior large comfortable 3 adults beautifully decorated boot, loved location course breathtaking views 29th floor die, hotel employees friendly helpful extremely knowledgeable, stay property heartbeat,",positive
99,"absolute paradise stayed bavaro princess apr, 2-9.we travelled group 12 married resort.it great vacation, resort large not care walk provide tram service, 8-10 minute walk lobby beach, grounds kept beautiful.the room huge clean, maids work clock things clean.the service workers provide notch greet smile ola.the food good repetitive, tried la cartes enjoyed steak house best, hispanola buffet good also.the beach sun unbelievable, sun hot, ocean nice breeze pool stuffy.we saw, animation team long days entertain guests.the problem encountered check-in, rooms near sewage plant unacceptable, wedding party thought considered, little discussion desk guy party moved closer beach.we vip perks, massages nice.the wedding like movie, pure paradise, not asked nicer wedding service unforgettable day.we definately resort trip,",positive
100,"awesome time place experience words, 7/11 7/18i traveled 12 different islands not best resort beautiful, staff amazing, did upgrade excellence club felt worth, excellence club staff absolutely wonderful.we paid additional 80 private air conditioned ride resort, soon pulled airport asked driver couple grande cervesa si senor, pulled open air bar driving paradise ice cold beer, little trick learned previous trip cle philly punta cana thirsty presedente.. took 50 min, great enjoying scenery, roads fine island standards, yes drive little crazy no problemo, try costa rico want bad roads, arriving resort lobby grounds gorgeous, immediately given cold towel drink wisked away excellence club check, hola carlos favorite bellman-he awesome totally enjoyed everytime saw, check extremely fast, upgraded honeymoon suite told n't available day immediate credit night, no problem, 8 rooms ca n't throw, standard room took great, friend said stay time room, went day room n't quite ready hit pool, 1:00 went excellence club greeted told room ready, carlos bags went awesome excellence club staff, came surprise lifes, door no number opened long hallway, thought room hallway-wrong, imperial suite, approximately 3500 square feet huge, 2 plasma tv dinning room living room kitchen monsterous bedroom shower/ sinks indoor outdoor hot tubs muchos gracias, party great friends made.the facility clean tidy, pools awesome swim bar great, drinks food served.the food phenominal, hooked 2 different couples fla birthday night wanted lobster house, n't care lobster favorite server victor said no problemo, lobster victor brought filet cut fork, showed birthday cake candles everone restaurant sang happy birthday, ate italian restaurant twice enjoyed, problem getting seated dinner.we went night shows, good entertaining, different night, circus little cheesy tip, sit outside great breeze bar right hit disco 3 4 times, lot fun met great people, hola inez dancing instructor, right body does n't correct way bachata inez pleasure, day activity queen, pleasant, gracios making trip enjoyable, did 2 adventures day catamaran sonoa island, went power boats came cat, stop 1 place ocean waist deep water star fish natural habitat, note water 4-5 seconds, lunch beach island.4 wheelin, lasts 3 1/2-4 hrs, cave swim beach beautiful countryside, tip wear shoes toe machines 5 speed auto 5th gear trips great worth money, turned lot people enjoyed, note, booked reservations desk gogo tours, appoligize ca n't remember name-he awesome knowledgable helpful, staff friendly accomodating, literally make stay excellent, excellence building 2 new resorts ocho rios jamaica cancun mexico, said nice punta cana, special hello thank new friends florida philly texas alabama, helped make trip extra special did 100 1 tip, people gave, no expecting tip work hard awesome do.in closing save life 1 vacation place go1 unbelievable, adios enjoy,",positive
101,"great place stay amsterdam amsterdam couple times year stayed different hotels time, swissotel probably best stayed, location unbeatable right dam square, hotel nicely trendy austere rooms nice size, showers incredibly powerful vey invigorating morning heavy night, buffet breakfast good good value included rate, highly recommend returning point,",positive
102,"best hotel world stay j.w, marriott hotel mexico city outstanding, bricks mortar make hotel warm people make special.i n't hotel hours including housekeeper knew, time returned felt like coming home, normally canadian stayed seasons, ca n't begin imagine hospitable, nothing n't make visit just excellent,",positive
103,"wonderful hotel simply wonderful hotel amsterdam, rooms modern clean roomy.a block walk takes tram just stops away city, sets hotel apart peers staff, person warm friendly extremely helpful, anticipated need answered typical tourist questions great skill high customer service,",positive
104,"fantastic, highly recommend great place, boyfriend stayed end march 2008. breakfast included nice mix cereal fruit pastries coffee, room really nice clean beautiful big bathroom tub, little private balcony relax, hotel really nicely located couple blocks train station couple blocks central market, staff friendly helpful, walked no problem, totally stay far favorite spots europe,",positive
105,"lovely hotel near pleasant vondel park stayed hotel 3 nights-only returned home yesterday stayed nice double room overlooking hotel, room bed comfortable bathroom looked pretty new-very clean tidy.staff friendly.stairs quite steep probably not best mobility not 100 recommend hotel book room overlooking busy road,",positive
106,"balivillas delight traveling bali 3 weeks rounded month-long trip 5-night stay villa near jimbaran, emailed balivillas months advance, professional prompt, securing property easy dates wanted.the villa little slice heaven, air-conditioned bedroom incredibly comfortable, modern bathroom nicer home, comfortable sitting area spent time reading relaxing, pool lovely wonderful way refresh sitting sun bit.as service butler hospitable knowledgeable, checked times day make sure needed, villa immaculate thanks diligent houseboy term not, cook wonderful meals delicious specifications, driver available 10 hours day great prompt courteous knowledgeable roads sights see.the caveat include particular villa quite isolated, nothing walking distance means residents completely dependent driver places, limited spontaneous outings butler/concierge requested plans usually day advance able accommodate couple things did arise,",positive
107,"superb service excellent staff arrived sydney early flight emailed ahead ask room ready early, said best best excellent allowed room 8.30 appreciated 23 hour flight, staff not better charming enthusiastic room spotless breakfast buffet need, superbly located recommend hotel unreservedly,",positive
108,"enjoyable experience stayed hotel 3 nights recently proved enjoyable experience, arrived cruise ship quite early morning no real expectation able check afternon super efficient club room manager eunice managed room unpacked 11am, book club rom yoo afford staff like personal concierges snacks lovely drink free flowing.one thing noticed relatative youth staff hotel run young people trained acknowledged engaged conversation feel important guests hotel.the hotel excellent restaurants great spa shame no indoor swimming pool little chilly there.the hotel situated mongkok interesting areas kowloon situated markets station.all wonderful stay hotel aware no1 tripadvisor rating clearly wishes hold position, fully deserves remain,",positive
109,"great place price located not far beach timed took little 8 min, foot, located far tourist traffic, staff extremely courteous especially valet desk, lobby magnificent marble, bedroom suite 23rd floor largest ones stayed great view ocean mountains, nice bar open heard opening apparently new owners, definitely stay return trip hawaii,",positive
110,"clift equals elegance personal service clift hotel truly knows provide luxurious comfort superior service serve, attitude seasoned world-wide traverlers business pleasure wife tremendioulsy impressed facility people service, 5-night stay clift san francisco vacation memorable time.the room exceptionally clean perfect ambiance.the restaurant food simply delicious no need eat doormen greeted courtesy name.the concierge provided service belief.the desk personnel friendly helpful knew arrived check-in return clift hotel, count, stay no place san francisco, mr. mrs. r.l, shangle,",positive
111,"madrid gem vincci soho perfect place stay right, needed madrid.hotel modern designed interior chic comfortable, lighting appointment room soothing really lot charecter maintaining modern feel, tv small nice, bed comfortable pillows good, room deck corner nice watch activity, doors dual paned noise issue night day, bathroom roomy nicely appointed, air conditioning hotel probably best stay spain, comfy bar/lounge hotel fancy overpriced restaurant tried.location just block plaza santa ana 2.5 blocks plaza neptuno, 4 blocks sevilla metro station, convenient madrid offer, right street great pub bar galeria jose reasonably priced drinks foosball table darts big tv watch matches.overall thought rate right vincci soho, pay case feel like little,",positive
112,"second time visitor great, husband 38/41 returned nov 6th, second visit resort year feb 05, second time good, time stayed punta cana time bavaro, equal no difference nothing compare, difference uses lobby main restaurant uses mirror image share kitchen no difference food looking happening busy action packed place hopping 24/7 not, looking spectacular good food excellent beach moderate activities you.upgradeif upgrade leave home try resort, chance available, called diamond hacienda club club gold depending tour operator, upgrade time missed time, tried upgrade resort resort hurricane guest relocations not possible, upgrade gives lot little things add robes slippers private breakfast restaurant rooms closer beach 4 dinners vs. 3 book dinners not day day in-room beach towel service 2x day maid service private pool area used, little things certainly worthwhile, n't confuse upgrade premium, premium totally separate section resort furthest beach, pool restaurant adult far away, rooms rooms type bed, want try 2nd/3rd floor room bugs, hot humid country bugs happen, spraying time people complained spraying bugs, service resort told 95 occupied times week service not quite par depended location, beach bars grills certainly not great holiday extra minute wait, generally friendly try language friendly try english beach picture postcard, say grounds amazing beautiful spectacular, large gives chance walk dinner food good different different country not north american standard good clientelle agree previous reviews, resort large european contingent 80 people, spanish argentina russian german, little disappointing hard strike conversations noone spoke english, joked conversations wait staff guests, week time year not popular time north american travellers, february did not notice like 40-50 great resort, time upgrade relax enjoy really lovely,",positive
113,"great hotel great place brochure stated orchard hotel offers cosmopolitan elegance comfort great location, agree stayed nights wished longer great hotel rooms modern comfortable touch luxury good sized tv, great value money didn__Ç_é_ time watch tv singapore, hotel great location orchard road, hotel beautiful reception area reception staff helpful.though beware checking really early 12noon given key small courtesy room sharing room early arrivals, ok quick freshen not good got jet-lag need sleep, definitely recommend hotel hope day,",positive
114,"great stay grand marina stayed grand marina birthday girlfriend 2 nights september, sent e-mail ask upgrade suite day leaving, kindly upgrade received bottle cava strawberries covered chocolate room, attent desires.breakfast realy die, nice buffet, weather good able terrace enjoyable, location hotel great, tourist bus just hotel las rambles 5 minutes walk port vell 10 minutes walk plaza real 10 minutes walk try restaurant les 15 nits fantastic cheap, understand queue time getting table fantastic romantic week end barcelona,",positive
